,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2744,2019,25365745.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
2745,2020,25687041.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
2746,2015,8642699.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
2747,2016,8736668.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
2748,2017,8797566.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
2749,2018,8840521.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
2750,2019,8879920.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
2751,2020,8917205.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
2752,2015,9649341.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2753,2016,9757812.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2754,2017,9854033.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2755,2018,9939771.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2756,2019,10024283.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2757,2020,10110116.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2758,2015,374200.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2759,2016,377923.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2760,2017,381749.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2761,2018,385635.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2762,2019,389486.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2763,2020,393248.0,SP.POP.TOTL,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2764,2015,1371853.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2765,2016,1425793.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2766,2017,1494077.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2767,2018,1569440.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2768,2019,1641164.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2769,2020,1701583.0,SP.POP.TOTL,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2770,2015,156256287.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2771,2016,157977151.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2772,2017,159685421.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2773,2018,161376713.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2774,2019,163046173.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2775,2020,164689383.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
2776,2015,285327.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2777,2016,285798.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2778,2017,286229.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2779,2018,286640.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2780,2019,287021.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2781,2020,287371.0,SP.POP.TOTL,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2782,2015,9489616.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2783,2016,9501534.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2784,2017,9498264.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2785,2018,9483499.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2786,2019,9417849.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2787,2020,9398861.0,SP.POP.TOTL,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2788,2015,11274196.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2789,2016,11331422.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2790,2017,11375158.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2791,2018,11427054.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2792,2019,11488980.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2793,2020,11555997.0,SP.POP.TOTL,BEL,Belgium,Europe & Central Asia,High income,Not classified
2794,2015,360926.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2795,2016,368399.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2796,2017,375775.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2797,2018,383071.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2798,2019,390351.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2799,2020,397621.0,SP.POP.TOTL,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2800,2015,10575962.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2801,2016,10872072.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2802,2017,11175192.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2803,2018,11485035.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2804,2019,11801151.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2805,2020,12123198.0,SP.POP.TOTL,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2806,2015,65237.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2807,2016,64554.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2808,2017,63873.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2809,2018,63919.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2810,2019,63913.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2811,2020,63903.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
2812,2015,727885.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2813,2016,736706.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2814,2017,745563.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2815,2018,754396.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2816,2019,763094.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2817,2020,771612.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
2818,2015,10869732.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2819,2016,11031822.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2820,2017,11192853.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2821,2018,11353140.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2822,2019,11513102.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2823,2020,11673029.0,SP.POP.TOTL,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2824,2015,3429362.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2825,2016,3386263.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2826,2017,3351534.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2827,2018,3323929.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2828,2019,3300998.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2829,2020,3280815.0,SP.POP.TOTL,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2830,2015,2120716.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2831,2016,2159925.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2832,2017,2205076.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2833,2018,2254067.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2834,2019,2303703.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2835,2020,2351625.0,SP.POP.TOTL,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2836,2015,204471759.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2837,2016,206163056.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2838,2017,207833825.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2839,2018,209469320.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2840,2019,211049519.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2841,2020,212559409.0,SP.POP.TOTL,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2842,2015,29148.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2843,2016,29355.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2844,2017,29567.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2845,2018,29795.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2846,2019,30033.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2847,2020,30237.0,SP.POP.TOTL,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
2848,2015,414914.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2849,2016,419791.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2850,2017,424481.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2851,2018,428960.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2852,2019,433296.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2853,2020,437483.0,SP.POP.TOTL,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2854,2015,7177991.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2855,2016,7127822.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2856,2017,7075947.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2857,2018,7025037.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2858,2019,6975761.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2859,2020,6927288.0,SP.POP.TOTL,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2860,2015,18110616.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2861,2016,18646350.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2862,2017,19193236.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2863,2018,19751466.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2864,2019,20321383.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2865,2020,20903278.0,SP.POP.TOTL,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2866,2015,10160034.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2867,2016,10488002.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2868,2017,10827010.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2869,2018,11175379.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2870,2019,11530577.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2871,2020,11890781.0,SP.POP.TOTL,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2872,2015,524740.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2873,2016,531140.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2874,2017,537499.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2875,2018,543764.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2876,2019,549936.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2877,2020,555988.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2878,2015,15521435.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2879,2016,15766290.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2880,2017,16009413.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2881,2018,16249795.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2882,2019,16486542.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2883,2020,16718971.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2884,2015,23298376.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2885,2016,23926549.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2886,2017,24566070.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2887,2018,25216261.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2888,2019,25876387.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2889,2020,26545864.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2890,2015,35702908.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2891,2016,36109487.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2892,2017,36545295.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2893,2018,37065178.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2894,2019,37593384.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2895,2020,38005238.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
2896,2015,61721.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2897,2016,62564.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2898,2017,63382.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2899,2018,64172.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2900,2019,64948.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2901,2020,65720.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2902,2015,4493171.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2903,2016,4537683.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2904,2017,4596023.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2905,2018,4666375.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2906,2019,4745179.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2907,2020,4829764.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2908,2015,14110971.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2909,2016,14561658.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2910,2017,15016761.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2911,2018,15477727.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2912,2019,15946882.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2913,2020,16425859.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2914,2015,165387.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2915,2016,166922.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2916,2017,168666.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2917,2018,170496.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2918,2019,172264.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2919,2020,173859.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
2920,2015,17969356.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2921,2016,18209072.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2922,2017,18470435.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2923,2018,18729166.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2924,2019,18952035.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2925,2020,19116209.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2926,2015,1371220000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2927,2016,1378665000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2928,2017,1386395000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2929,2018,1392730000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2930,2019,1397715000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2931,2020,1402112000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2932,2015,47520667.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2933,2016,48175048.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2934,2017,48909844.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2935,2018,49661056.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2936,2019,50339443.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2937,2020,50882884.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2938,2015,777435.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2939,2016,795597.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2940,2017,813890.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2941,2018,832322.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2942,2019,850891.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2943,2020,869595.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2944,2015,76244532.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2945,2016,78789130.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2946,2017,81398765.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2947,2018,84068092.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2948,2019,86790568.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2949,2020,89561404.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2950,2015,4856093.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2951,2016,4980996.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2952,2017,5110701.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2953,2018,5244363.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2954,2019,5380504.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2955,2020,5518092.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2956,2015,4847805.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2957,2016,4899336.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2958,2017,4949955.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2959,2018,4999443.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2960,2019,5047561.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2961,2020,5094114.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2962,2015,23226148.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2963,2016,23822726.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2964,2017,24437475.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2965,2018,25069226.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2966,2019,25716554.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2967,2020,26378275.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2968,2015,4203604.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2969,2016,4174349.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2970,2017,4124531.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2971,2018,4087843.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2972,2019,4065253.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2973,2020,4047200.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2974,2015,11324777.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2975,2016,11335108.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2976,2017,11339255.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2977,2018,11338146.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2978,2019,11333484.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2979,2020,11326616.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2980,2015,157980.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2981,2016,159664.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2982,2017,160175.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2983,2018,159336.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2984,2019,157441.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2985,2020,155014.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2986,2015,1160987.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2987,2016,1170189.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2988,2017,1179685.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2989,2018,1189262.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2990,2019,1198574.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2991,2020,1207361.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2992,2015,10546059.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2993,2016,10566332.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2994,2017,10594438.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2995,2018,10629928.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2996,2019,10671870.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2997,2020,10698896.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2998,2015,5683483.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2999,2016,5728010.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
3000,2017,5764980.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
3001,2018,5793636.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
3002,2019,5814422.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
3003,2020,5831404.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
